,Magnitude,lat,long,depth (km)
"M 1.4 - 20km WSW of Westmorland, CA",1.41,-115.8296667,33.0023333,3.916
"M 0.4 - 20km ESE of Anza, CA",0.37,-116.4773333,33.4765,11.938
"M 0.7 - 10km SSE of Idyllwild, CA",0.71,-116.6725,33.6628333,16.288
"M 0.8 - 9km N of Anza, CA",0.84,-116.6933333,33.6381667,17.948
"M 0.9 - 6km ENE of Calimesa, CA",0.88,-116.9888333,34.0015,15.384
"M 0.9 - 12km WNW of Calipatria, CA",0.9,-115.6325,33.1698333,3.613
"M 1.1 - 10km NE of Ocotillo Wells, CA",1.05,-116.0741667,33.2133333,8.208
"M 0.8 - 12km WSW of Niland, CA",0.8,-115.6248333,33.1855,6.343
"M 1.0 - 2km ESE of Fontana, CA",1.01,-117.4403333,34.0905,4.888
"M 2.3 - 8km NNW of Anza, CA",2.33,-116.7185,33.6175,17.198
"M 0.8 - 11km WSW of Niland, CA",0.8,-115.633,33.2206667,8.343
"M 0.4 - 20km ESE of Anza, CA",0.39,-116.481,33.4778333,10.034
"M 0.8 - 10km NNW of Anza, CA",0.76,-116.7096667,33.636,17.638
"M 1.3 - 9km SE of Winchester, CA",1.27,-117.0066667,33.6573333,10.947
"M 1.4 - 12km ENE of Borrego Springs, CA",1.44,-116.253,33.29,4.813
"M 1.7 - 8km WSW of Ocotillo Wells, CA",1.74,-116.2118333,33.1063333,5.393
"M 1.2 - 6km S of Banning, CA",1.17,-116.8735,33.8738333,13.034
"M 1.4 - 6km WSW of Imperial, CA",1.37,-115.6276667,32.8373333,12.047
"M 1.3 - 5km N of Beaumont, CA",1.27,-116.978,33.972,19.693
"M 0.4 - 18km ESE of Anza, CA",0.4,-116.483,33.5145,14.427
"M 0.7 - 23km SSW of La Quinta, CA",0.67,-116.4295,33.4781667,5.737
"M 1.4 - 10km WNW of Calipatria, CA",1.4,-115.6071667,33.1768333,3.433
"M 0.4 - 10km NW of Calipatria, CA",0.4,-115.5985,33.1776667,0.143
"M 1.9 - 10km WNW of Calipatria, CA",1.87,-115.6065,33.1728333,0.163
"M 0.3 - 10km NW of Calipatria, CA",0.3,-115.6013333,33.179,1.613
"M 1.6 - 10km WNW of Calipatria, CA",1.57,-115.6108333,33.1706667,1.543
"M 0.5 - 7km SSW of Niland, CA",0.5,-115.56,33.1843333,5.064
"M 0.3 - 10km WNW of Calipatria, CA",0.3,-115.6063333,33.176,0.284
"M 0.8 - 12km SE of Anza, CA",0.8,-116.5686667,33.4931667,9.199
"M 2.6 - 9km WSW of El Centro, CA",2.55,-115.6406667,32.751,14.748
"M 2.4 - 11km W of El Centro, CA",2.44,-115.6711667,32.7796667,7.278
"M 1.5 - 11km NNW of Borrego Springs, CA",1.51,-116.43,33.3465,9.976
"M 2.1 - 8km WSW of El Centro, CA",2.05,-115.6261667,32.7505,14.798
"M 2.0 - 9km WSW of El Centro, CA",1.97,-115.6455,32.76,11.277
"M 1.5 - 3km SW of El Centro, CA",1.49,-115.5793333,32.7711667,16.757
"M 1.4 - 0km ESE of Loma Linda, CA",1.42,-117.2578333,34.0476667,12.898
"M 1.1 - 1km SE of Anza, CA",1.14,-116.6671667,33.5506667,9.004
"M 1.1 - 25km ESE of Julian, CA",1.08,-116.3495,32.9975,6.604
"M 1.7 - 8km WSW of El Centro, CA",1.74,-115.643,32.7643333,13.637
"M 1.1 - 4km SW of Morongo Valley, CA",1.09,-116.6085,34.0241667,11.134
"M 1.5 - 6km WSW of El Centro, CA",1.51,-115.6198333,32.7721667,14.024
"M 3.1 - 7km WSW of El Centro, CA",3.11,-115.6291667,32.7588333,15.368
"M 1.5 - 8km W of El Centro, CA",1.51,-115.6441667,32.7755,14.998
"M 2.0 - 9km WSW of El Centro, CA",2.03,-115.6475,32.7551667,14.835
"M 4.3 - 260 km SSE of Tateyama, Japan",4.3,140.504,32.696,69.1
"M 1.5 - 11km WSW of El Centro, CA",1.54,-115.6558333,32.7396667,15.978
"M 1.6 - 10km WNW of Calipatria, CA",1.64,-115.6031667,33.174,0.123
"M 0.4 - 10km WNW of Calipatria, CA",0.4,-115.607,33.1685,0.913
"M 0.5 - 12km SE of Anza, CA",0.48,-116.5658333,33.4926667,8.519
"M 2.9 - 14km N of Warner Springs, CA",2.9,-116.6281667,33.4123333,6.541
"M 1.8 - 6km WSW of El Centro, CA",1.8,-115.6153333,32.7641667,14.823
"M 1.0 - 16km SSE of Anza, CA",1.01,-116.6126667,33.4241667,9.171
"M 2.0 - 10km NW of Calipatria, CA",1.99,-115.6045,33.179,3.093
"M 0.4 - 10km WNW of Calipatria, CA",0.4,-115.604,33.1725,0.093
"M 1.0 - 10km WNW of Calipatria, CA",1.0,-115.6056667,33.1765,2.903
"M 0.7 - 10km WNW of Calipatria, CA",0.7,-115.6118333,33.1665,1.443
"M 0.6 - 10km ENE of Aguanga, CA",0.62,-116.7771667,33.4876667,3.856
"M 1.8 - 8km WSW of El Centro, CA",1.82,-115.642,32.7588333,12.408
"M 1.7 - 10km WSW of El Centro, CA",1.7,-115.6631667,32.7546667,14.238
"M 1.5 - 10km WNW of Calipatria, CA",1.48,-115.607,33.1773333,4.213
"M 1.2 - 18km SE of Julian, CA",1.22,-116.4528333,32.9745,5.179
"M 2.2 - 17km S of San Pedro, CA",2.18,-118.3251667,33.5813333,0.219
"M 0.9 - 10km S of Idyllwild, CA",0.93,-116.7246667,33.6545,14.058
"M 1.5 - 10km N of Borrego Springs, CA",1.54,-116.3578333,33.346,12.681
"M 1.6 - 10km NNE of Borrego Springs, CA",1.55,-116.3511667,33.3466667,12.833
"M 1.9 - 10km N of Borrego Springs, CA",1.9,-116.3576667,33.3448333,13.456
"M 1.7 - 10km N of Borrego Springs, CA",1.68,-116.356,33.3413333,12.046
"M 1.8 - 3km WSW of San Fernando, CA",1.78,-118.4661667,34.2738333,12.59
"M 1.3 - 6km WNW of Calimesa, CA",1.32,-117.1091667,34.0105,8.053
"M 4.3 - off the east coast of Honshu, Japan",4.3,142.597,33.167,10.0
"M 4.3 - off the east coast of Honshu, Japan",4.3,142.51,33.049,10.0
"M 0.9 - 16km SSE of Anza, CA",0.93,-116.6148333,33.4226667,9.291
"M 1.2 - 3km SE of Loma Linda, CA",1.23,-117.2396667,34.0283333,14.966
"M 1.7 - 6km WSW of El Centro, CA",1.71,-115.619,32.7703333,12.948
"M 1.8 - 16km ESE of Anza, CA",1.82,-116.526,33.4771667,11.884
"M 1.4 - 17km ESE of Anza, CA",1.35,-116.5206667,33.4746667,11.754
"M 4.4 - 297 km SE of Katsuura, Japan",4.4,142.489,33.169,10.2
"M 1.0 - 12km NNW of Westmorland, CA",1.0,-115.6616667,33.1353333,0.143
"M 0.4 - 11km ESE of Anza, CA",0.44,-116.5743333,33.503,7.889
"M 1.2 - 11km SE of Anza, CA",1.19,-116.5761667,33.4985,7.629
"M 2.5 - 11km WNW of Garnet, CA",2.51,-116.6503333,33.9465,11.515
"M 1.4 - 13km NNW of Borrego Springs, CA",1.41,-116.4291667,33.3605,12.756
"M 1.0 - 12km NNW of Borrego Springs, CA",0.96,-116.4075,33.3596667,10.676
"M 0.8 - 12km NNW of Borrego Springs, CA",0.84,-116.406,33.3618333,12.686
"M 1.5 - 12km NNW of Borrego Springs, CA",1.53,-116.4083333,33.3631667,11.636
"M 1.5 - 12km NNW of Borrego Springs, CA",1.52,-116.4046667,33.3613333,10.826
"M 1.6 - 11km NNW of Borrego Springs, CA",1.61,-116.4056667,33.3541667,16.056
"M 1.5 - 12km N of Borrego Springs, CA",1.47,-116.3935,33.365,9.597
"M 1.9 - 13km NNW of Borrego Springs, CA",1.92,-116.4088333,33.3658333,9.776
"M 2.3 - 12km NNW of Borrego Springs, CA",2.32,-116.4353333,33.3528333,12.916
"M 1.0 - 12km NNW of Borrego Springs, CA",1.04,-116.4211667,33.3605,11.566
"M 1.3 - 12km NNW of Borrego Springs, CA",1.31,-116.4195,33.3556667,11.566
"M 0.5 - 17km ESE of Anza, CA",0.49,-116.5096667,33.4863333,11.725
"M 1.0 - 15km N of Warner Springs, CA",0.97,-116.6178333,33.4185,8.651
"M 1.3 - 4km ESE of Ontario, CA",1.29,-117.59,34.033,4.22
"M 0.7 - 16km ESE of Anza, CA",0.73,-116.52,33.4925,12.024
"M 0.7 - 16km ESE of Anza, CA",0.68,-116.514,33.4885,11.955
"M 0.7 - 11km SW of Niland, CA",0.7,-115.6121667,33.185,1.483
"M 0.9 - 11km WSW of Niland, CA",0.9,-115.6201667,33.184,1.603
"M 1.4 - 11km SW of Niland, CA",1.39,-115.6095,33.1826667,0.413
"M 0.6 - 17km ESE of Anza, CA",0.62,-116.5121667,33.4863333,12.054
"M 0.7 - 12km SE of Anza, CA",0.65,-116.5691667,33.4838333,8.359
"M 0.9 - 16km ESE of Anza, CA",0.91,-116.5203333,33.4853333,12.574
"M 0.6 - 17km ESE of Anza, CA",0.64,-116.5133333,33.4881667,11.215
"M 1.5 - 5km NE of Cabazon, CA",1.54,-116.7538333,33.9533333,14.197
"M 0.9 - 17km SSW of La Quinta, CA",0.87,-116.395,33.5291667,11.571
"M 0.7 - 16km ESE of Anza, CA",0.67,-116.5221667,33.4905,11.181
"M 1.8 - 0km NNW of Yorba Linda, CA",1.78,-117.8136667,33.8905,11.306
"M 0.6 - 12km SE of Anza, CA",0.59,-116.569,33.4898333,8.319
"M 2.2 - 18km NW of Ocotillo, CA",2.15,-116.1376667,32.8361667,7.571
"M 2.3 - 12km ESE of Puebla, B.C., MX",2.31,-115.2338333,32.5275,27.167
"M 1.5 - 4km E of Panorama City, CA",1.49,-118.4106667,34.2221667,9.707
"M 1.0 - 21km ESE of Anza, CA",0.95,-116.4685,33.4818333,11.114
"M 0.7 - 11km ESE of Anza, CA",0.67,-116.5705,33.4986667,8.279
"M 0.9 - 12km SE of Anza, CA",0.89,-116.569,33.4926667,8.779
"M 0.9 - 13km N of Borrego Springs, CA",0.89,-116.3675,33.3718333,4.246
"M 0.6 - 17km ESE of Anza, CA",0.56,-116.5108333,33.483,11.964
"M 0.8 - 16km ESE of Anza, CA",0.78,-116.5158333,33.4858333,11.264
"M 0.7 - 22km NNW of Borrego Springs, CA",0.74,-116.443,33.4423333,6.798
"M 1.0 - 30km SSW of Ludlow, CA",1.01,-116.3385,34.4933333,7.726
"M 1.9 - 6km WSW of El Centro, CA",1.86,-115.6221667,32.765,13.127
"M 0.9 - 18km ESE of Anza, CA",0.85,-116.4856667,33.4991667,11.194
"M 1.4 - 4km NNE of Banning, CA",1.4,-116.8596667,33.9585,8.628
"M 0.8 - 24km N of Borrego Springs, CA",0.84,-116.4236667,33.4636667,6.427
"M 1.2 - 23km NNW of Borrego Springs, CA",1.2,-116.4298333,33.4613333,2.851
"M 2.2 - 15km N of Borrego Springs, CA",2.17,-116.3463333,33.3871667,7.168
"M 1.4 - 15km NNE of Borrego Springs, CA",1.4,-116.3423333,33.388,7.088
"M 1.2 - 21km ESE of Anza, CA",1.19,-116.4505,33.5115,5.284
"M 0.5 - 16km S of Valle Vista, CA",0.46,-116.8965,33.5991667,9.356
"M 1.6 - 3km WNW of Lennox, CA",1.64,-118.3791667,33.948,11.908
"M 0.9 - 6km NNW of San Jacinto, CA",0.85,-116.973,33.8373333,9.148
"M 1.3 - 46km NNW of Los Algodones, B.C., MX",1.31,-114.95,33.071,-0.194
"M 1.4 - 16km S of Big Bear City, CA",1.4,-116.8245,34.119,2.631
"M 0.5 - 2km NE of Anza, CA",0.51,-116.6595,33.5643333,9.921
"M 0.5 - 10km WNW of Calipatria, CA",0.5,-115.6041667,33.1741667,0.123
"M 0.3 - 21km E of Anza, CA",0.26,-116.453,33.5186667,6.867
"M 0.8 - 20km SW of La Quinta, CA",0.81,-116.4495,33.5256667,6.487
"M 0.8 - 6km ESE of Valle Vista, CA",0.78,-116.8368333,33.7251667,14.078
"M 1.1 - 13km E of Desert Hot Springs, CA",1.14,-116.36,33.9498333,6.353
"M 0.6 - 16km ESE of Anza, CA",0.56,-116.5185,33.4896667,8.739
"M 1.2 - 9km NNE of Beaumont, CA",1.17,-116.935,34.0021667,15.138
"M 2.6 - 16km ESE of Anza, CA",2.55,-116.5336667,33.4793333,11.414
"M 1.5 - 16km ESE of Anza, CA",1.47,-116.5235,33.4818333,12.341
"M 1.8 - 9km SW of El Centro, CA",1.78,-115.6328333,32.7388333,16.368
"M 0.8 - 16km ESE of Anza, CA",0.8,-116.515,33.488,12.857
"M 2.0 - 7km WSW of El Centro, CA",1.98,-115.6265,32.7578333,14.228
"M 1.2 - 13km E of Desert Hot Springs, CA",1.23,-116.3566667,33.9511667,7.927
"M 1.3 - 3km NNE of Fontana, CA",1.27,-117.4485,34.122,9.665
"M 0.6 - 20km ESE of Anza, CA",0.6,-116.4778333,33.4686667,12.675
"M 1.9 - 7km SSW of Holtville, CA",1.85,-115.4036667,32.7535,17.54
"M 2.8 - 9km SE of Valle Vista, CA",2.84,-116.8191667,33.6913333,15.241
"M 1.0 - 9km ESE of Valle Vista, CA",0.98,-116.8115,33.7048333,15.521
"M 0.3 - 9km SW of Niland, CA",0.3,-115.589,33.187,0.153
"M 1.0 - 8km SW of Niland, CA",1.0,-115.5858333,33.193,0.063
"M 1.1 - 26km SW of Ocotillo Wells, CA",1.07,-116.3428333,32.9965,9.724
"M 0.4 - 14km SE of Anza, CA",0.42,-116.5505,33.4761667,7.352
"M 1.2 - 5km SSW of Redlands, CA",1.17,-117.2061667,34.0111667,15.686
"M 1.3 - 6km SSW of Redlands, CA",1.25,-117.207,34.008,15.397
"M 1.2 - 2km SSE of Loma Linda, CA",1.22,-117.2498333,34.0331667,16.276
"M 2.3 - 6km SSW of Redlands, CA",2.27,-117.2075,34.01,15.26
"M 0.9 - 16km NNW of Westmorland, CA",0.9,-115.711,33.1593333,3.333
"M 1.1 - 7km W of Imperial Beach, CA",1.13,-117.1861667,32.5908333,4.778
"M 0.1 - 9km SE of Valle Vista, CA",0.11,-116.8131667,33.7005,15.234
"M 1.5 - 4km SW of Redlands, CA",1.51,-117.2136667,34.0266667,13.7
"M 1.7 - 7km SW of El Centro, CA",1.73,-115.6203333,32.7515,14.064
"M 1.3 - 21km N of Yucca Valley, CA",1.29,-116.448,34.2998333,4.402
"M 1.9 - 13km SSE of Bombay Beach, CA",1.92,-115.6578333,33.2528333,6.973
"M 1.0 - 15km S of Big Bear City, CA",0.99,-116.8273333,34.1246667,3.613
"M 1.4 - 5km SW of Redlands, CA",1.36,-117.2158333,34.0165,15.557
"M 1.9 - 6km WSW of El Centro, CA",1.88,-115.6191667,32.7691667,13.174
"M 1.5 - 11km WSW of El Centro, CA",1.49,-115.6755,32.7675,6.874
"M 1.0 - 10km WNW of Calipatria, CA",1.0,-115.6088333,33.1683333,0.783
"M 1.0 - 10km WNW of Calipatria, CA",1.0,-115.6128333,33.1703333,3.013
"M 0.4 - 10km WNW of Calipatria, CA",0.4,-115.6065,33.1683333,0.884
"M 0.6 - 4km SSW of Idyllwild, CA",0.55,-116.7445,33.708,16.039
"M 1.4 - 6km NNW of Pacoima, CA",1.41,-118.4703333,34.3298333,11.716
"M 0.6 - 14km NNW of Borrego Springs, CA",0.63,-116.4138333,33.381,9.586
"M 1.1 - 14km NNW of Borrego Springs, CA",1.11,-116.4193333,33.3785,10.376
"M 1.0 - 7km SE of Valle Vista, CA",0.97,-116.8336667,33.7145,16.736
"M 0.8 - 3km W of Borrego Springs, CA",0.84,-116.4075,33.2546667,4.413
"M 1.7 - 10km NE of Running Springs, CA",1.7,-117.0298333,34.2686667,4.543
"M 1.0 - 26km NE of Pine Valley, CA",1.03,-116.346,32.9925,9.24
"M 0.8 - 16km ESE of Anza, CA",0.79,-116.5206667,33.4838333,12.454
"M 1.4 - 7km SW of Niland, CA",1.42,-115.571,33.1965,2.353
"M 2.8 - 5km N of Progreso, B.C., MX",2.78,-115.5928333,32.624,15.814
"M 4.6 - 25 km NNW of Darreh Shahr, Iran",4.6,47.267,33.356,12.7
"M 1.7 - 7km WSW of El Centro, CA",1.7,-115.6273333,32.7715,14.474
"M 1.3 - 10km NE of Running Springs, CA",1.26,-117.0355,34.2701667,5.588
"M 1.3 - 5km SSW of Redlands, CA",1.3,-117.2025,34.0175,10.474
"M 2.3 - 9km NNE of Yucaipa, CA",2.34,-116.9988333,34.1021667,9.166
"M 5.5 - 113 km S of Pýrgos, Greece",5.5,25.393,34.0,14.0
"M 1.6 - 2km W of Devore, CA",1.64,-117.4265,34.224,13.832
"M 1.5 - 3km W of Devore, CA",1.45,-117.4295,34.2216667,13.688
"M 1.9 - 10km WSW of El Centro, CA",1.94,-115.6611667,32.7678333,6.714
"M 1.1 - 15km N of Yucca Valley, CA",1.11,-116.4358333,34.2481667,1.752
"M 1.4 - 10km NNE of Ocotillo Wells, CA",1.37,-116.0888333,33.2235,13.448
"M 0.5 - 16km SSE of Anza, CA",0.45,-116.6006667,33.4241667,9.481
"M 2.1 - 14km SSE of Apple Valley, CA",2.06,-117.1513333,34.3826667,3.869
"M 1.5 - 7km N of Yucca Valley, CA",1.46,-116.4433333,34.1796667,6.346
"M 0.7 - 6km WNW of El Centro, CA",0.68,-115.6163333,32.8056667,12.134
"M 0.9 - 7km S of Redlands, CA",0.93,-117.1795,33.9966667,6.976
"M 0.8 - 20km ESE of Anza, CA",0.76,-116.4741667,33.4801667,14.894
"M 0.3 - 12km WSW of Niland, CA",0.3,-115.6251667,33.1836667,6.063
"M 1.9 - 10km ENE of Indio, CA",1.87,-116.1268333,33.763,2.398
"M 1.3 - 17km NNW of Borrego Springs, CA",1.28,-116.4251667,33.404,12.926
"M 1.1 - 12km N of Banning, CA",1.06,-116.8968333,34.0365,16.674
"M 2.2 - 9km NNE of Yucaipa, CA",2.21,-116.9971667,34.1036667,10.29
"M 1.4 - 15km N of Yucca Valley, CA",1.35,-116.4375,34.2496667,4.465
"M 1.3 - 9km WSW of Ocotillo Wells, CA",1.34,-116.2181667,33.0995,10.383
"M 0.6 - 40km NE of Big Bear City, CA",0.58,-116.505,34.4786667,2.888
"M 1.1 - 8km SW of Niland, CA",1.11,-115.5725,33.1875,1.263
"M 0.5 - 9km S of Idyllwild, CA",0.5,-116.7251667,33.6615,15.485
"M 1.1 - 15km SSE of Bombay Beach, CA",1.12,-115.6885,33.2236667,3.104
"M 0.4 - 9km S of Idyllwild, CA",0.44,-116.7213333,33.659,15.02
"M 0.9 - 4km NNE of Palomar Observatory, CA",0.89,-116.8406667,33.3905,5.347
"M 1.7 - 9km SSW of Idyllwild, CA",1.74,-116.7386667,33.6611667,14.046
"M 0.7 - 8km S of Idyllwild, CA",0.66,-116.7285,33.6716667,13.31
"M 1.7 - 6km WSW of El Centro, CA",1.65,-115.6103333,32.762,12.594
"M 1.5 - 5km SW of Palomar Observatory, CA",1.47,-116.9028333,33.326,17.928
"M 1.7 - 20km ENE of Pine Valley, CA",1.74,-116.3496667,32.9141667,10.578
"M 1.3 - 3km E of Loma Linda, CA",1.29,-117.228,34.0488333,11.971
"M 1.6 - 42km NNW of Los Algodones, B.C., MX",1.58,-114.9016667,33.0458333,6.646
"M 0.7 - 5km SW of Warner Springs, CA",0.74,-116.6733333,33.2523333,4.773
"M 2.2 - 11km N of Borrego Springs, CA",2.22,-116.389,33.3515,9.806
"M 1.0 - 4km SW of El Centro, CA",1.0,-115.5915,32.7646667,19.144
"M 0.2 - 10km SW of Niland, CA",0.2,-115.6048333,33.182,2.084
"M 1.3 - 4km SW of Idyllwild, CA",1.25,-116.7466667,33.7148333,16.168
"M 0.9 - 11km NNE of Julian, CA",0.94,-116.5575,33.1681667,14.863
"M 1.3 - 11km NNW of Borrego Springs, CA",1.26,-116.4233333,33.3503333,10.166
"M 0.8 - 11km ESE of Anza, CA",0.79,-116.57,33.4993333,8.009
"M 1.6 - 4km SSW of Idyllwild, CA",1.62,-116.7325,33.702,18.38
"M 0.7 - 7km E of Cabazon, CA",0.7,-116.7085,33.9131667,16.016
"M 2.0 - 2km NW of Progreso, B.C., MX",1.99,-115.5943333,32.5923333,5.464
"M 1.0 - 21km N of Yucca Valley, CA",0.99,-116.4508333,34.303,5.11
"M 0.6 - 16km ESE of Anza, CA",0.62,-116.5205,33.4936667,11.965
"M 0.7 - 9km S of Idyllwild, CA",0.71,-116.7121667,33.6625,15.818
"M 3.4 - 4km SSW of Ocotillo, CA",3.38,-116.0133333,32.7086667,6.359
"M 0.6 - 11km ESE of Anza, CA",0.58,-116.5746667,33.5043333,7.399
"M 2.4 - 3km SSW of Ocotillo, CA",2.35,-116.0111667,32.7086667,5.389
"M 1.6 - 16km ESE of Anza, CA",1.57,-116.5283333,33.4815,11.524
"M 2.5 - 6km S of Redlands, CA",2.54,-117.1841667,34.0006667,8.246
"M 1.1 - 1km S of Big Bear Lake, CA",1.1,-116.9118333,34.2371667,11.647
"M 1.2 - 6km S of Redlands, CA",1.19,-117.1878333,33.999,8.224
"M 1.3 - 6km S of Redlands, CA",1.3,-117.1865,33.9996667,8.846
"M 1.4 - 6km S of Redlands, CA",1.36,-117.1891667,34.0008333,8.103
"M 2.2 - 31km N of Yucca Valley, CA",2.22,-116.4603333,34.3945,4.359
"M 1.5 - 4km NE of Beaumont, CA",1.48,-116.9426667,33.956,15.062
"M 1.3 - 10km NNW of Cabazon, CA",1.26,-116.814,34.002,14.142
"M 4.1 - 6km S of Redlands, CA",4.1,-117.1796667,34.0045,8.025
"M 2.4 - 6km S of Redlands, CA",2.41,-117.186,34.0005,9.526
"M 1.6 - 6km S of Redlands, CA",1.64,-117.1893333,33.998,7.303
"M 1.5 - 6km S of Redlands, CA",1.49,-117.1895,34.0058333,10.027
"M 1.5 - 6km S of Redlands, CA",1.47,-117.187,34.0038333,7.806
"M 1.5 - 6km S of Redlands, CA",1.49,-117.1843333,33.9968333,8.767
"M 1.4 - 6km S of Redlands, CA",1.42,-117.1845,34.005,8.647
"M 2.5 - 6km S of Redlands, CA",2.52,-117.1865,34.0045,8.945
"M 1.8 - 6km S of Redlands, CA",1.76,-117.1885,34.0008333,8.437
"M 1.3 - 6km S of Redlands, CA",1.29,-117.1875,33.9988333,7.954
"M 1.6 - 10km NW of Progreso, B.C., MX",1.57,-115.6493333,32.6503333,12.434
"M 2.5 - 6km S of Redlands, CA",2.54,-117.186,34.0058333,8.245
"M 1.2 - 6km S of Redlands, CA",1.19,-117.19,34.0003333,9.005
"M 1.1 - 5km SSW of Redlands, CA",1.11,-117.2068333,34.013,15.087
"M 2.1 - 6km S of Redlands, CA",2.11,-117.1856667,33.9988333,8.372
"M 3.1 - 6km SSW of Ocotillo, CA",3.09,-116.008,32.6866667,13.429
"M 1.7 - 6km S of Redlands, CA",1.73,-117.1826667,33.9998333,7.441
"M 2.0 - 6km S of Redlands, CA",1.97,-117.1866667,34.002,8.142
"M 1.2 - 6km S of Redlands, CA",1.21,-117.1853333,33.9995,5.705
"M 1.5 - 6km S of Redlands, CA",1.52,-117.189,34.0068333,8.461
"M 1.2 - 6km S of Redlands, CA",1.17,-117.1855,34.003,8.7
"M 1.5 - 6km S of Redlands, CA",1.49,-117.1863333,33.9973333,8.57
"M 1.1 - 6km S of Redlands, CA",1.14,-117.1815,34.001,6.5
"M 0.5 - 8km ENE of Anza, CA",0.45,-116.592,33.5805,12.915
"M 1.2 - 6km S of Redlands, CA",1.23,-117.185,34.0026667,6.94
"M 1.4 - 6km S of Redlands, CA",1.37,-117.1881667,34.0056667,8.65
"M 3.0 - 13km SSE of Bombay Beach, CA",3.04,-115.6995,33.2333333,3.293
"M 1.4 - 13km SSE of Bombay Beach, CA",1.44,-115.6875,33.2366667,5.563
"M 1.4 - 13km SSE of Bombay Beach, CA",1.4,-115.6993333,33.2398333,4.823
"M 0.9 - 4km NW of Aguanga, CA",0.85,-116.8958333,33.465,7.837
"M 1.2 - 7km S of Redlands, CA",1.16,-117.1845,33.995,7.922
"M 1.0 - 16km N of Warner Springs, CA",0.99,-116.6093333,33.4198333,8.941
"M 0.9 - 18km ESE of Anza, CA",0.86,-116.4821667,33.5146667,13.727
"M 1.4 - 6km S of Redlands, CA",1.4,-117.1875,33.9991667,8.36
"M 1.7 - 6km S of Redlands, CA",1.72,-117.191,34.0041667,7.17
"M 0.8 - 15km SSE of Anza, CA",0.8,-116.6121667,33.4261667,9.081
"M 0.8 - 14km SE of Anza, CA",0.83,-116.5536667,33.4771667,6.539
"M 1.7 - 2km E of Aguanga, CA",1.71,-116.8481667,33.443,12.607
"M 2.0 - 6km SSW of Redlands, CA",1.96,-117.1951667,34.004,7.29
"M 2.2 - 6km S of Redlands, CA",2.21,-117.1933333,34.0045,7.16
"M 2.4 - 6km S of Redlands, CA",2.37,-117.1923333,34.0008333,4.9
"M 1.4 - 5km NE of Lake View Terrace, CA",1.43,-118.3203333,34.3025,5.611
"M 1.5 - 22km NNW of Joshua Tree, CA",1.45,-116.4186667,34.3161667,8.772
"M 1.5 - 6km S of Redlands, CA",1.52,-117.1853333,34.0028333,7.19
"M 1.4 - 8km NNW of Rancho Cucamonga, CA",1.35,-117.5978333,34.1958333,13.49
"M 0.9 - 11km SE of Anza, CA",0.89,-116.5733333,33.499,8.369
"M 0.4 - 12km SE of Anza, CA",0.43,-116.5696667,33.4968333,8.119
"M 1.6 - 9km W of Imperial, CA",1.57,-115.6688333,32.839,10.332
"M 2.1 - 10km NNE of La Verne, CA",2.1,-117.735,34.1886667,3.932
"M 2.3 - 6km S of Redlands, CA",2.27,-117.1946667,34.0036667,7.99
"M 1.6 - 18km NE of Pine Valley, CA",1.58,-116.4183333,32.954,10.961
"M 1.7 - 6km S of Redlands, CA",1.72,-117.1846667,33.9995,7.15
"M 1.6 - 5km SSW of Idyllwild, CA",1.59,-116.735,33.6981667,16.73
"M 2.0 - 8km E of Yucaipa, CA",2.04,-116.953,34.0231667,12.609
"M 0.9 - 3km ESE of Garnet, CA",0.86,-116.5178333,33.8908333,12.939
"M 0.6 - 8km E of Yucaipa, CA",0.6,-116.958,34.0236667,13.528
"M 1.1 - 2km ESE of Garnet, CA",1.09,-116.5238333,33.894,12.557
"M 1.4 - 2km WSW of Loma Linda, CA",1.42,-117.277,34.0436667,16.017
"M 1.7 - 6km S of Redlands, CA",1.67,-117.1866667,34.0026667,6.872
"M 1.0 - 6km S of Redlands, CA",1.01,-117.186,34.0,8.27
"M 1.2 - 14km S of Joshua Tree, CA",1.16,-116.3136667,34.0115,8.863
"M 0.4 - 10km SW of Niland, CA",0.4,-115.6068333,33.184,1.643
"M 0.9 - 22km ESE of Anza, CA",0.9,-116.4481667,33.5018333,13.097
"M 1.3 - 22km NNW of Joshua Tree, CA",1.28,-116.4193333,34.3116667,7.242
"M 1.4 - 2km SE of Lytle Creek, CA",1.43,-117.4868333,34.251,10.682
"M 1.9 - 5km NW of Granada Hills, CA",1.85,-118.542,34.2991667,10.699
"M 1.0 - 12km ENE of Cabazon, CA",1.0,-116.6746667,33.9691667,13.674
"M 0.9 - 18km W of Progreso, B.C., MX",0.86,-115.7753333,32.6071667,8.229
"M 0.4 - 12km WSW of Niland, CA",0.4,-115.641,33.212,0.074
"M 2.0 - 2km NE of Panorama City, CA",1.97,-118.4341667,34.2376667,10.914
"M 2.1 - 6km S of Redlands, CA",2.14,-117.1841667,34.0015,8.029
"M 0.7 - 16km N of Borrego Springs, CA",0.74,-116.3645,33.395,4.975
"M 0.9 - 12km SE of Anza, CA",0.88,-116.571,33.4856667,8.579
"M 2.6 - 6km S of Redlands, CA",2.63,-117.1868333,34.0066667,7.832
"M 1.0 - 6km S of Redlands, CA",0.98,-117.1848333,34.0036667,7.604
"M 1.1 - 6km S of Redlands, CA",1.08,-117.1858333,33.998,8.25
"M 1.0 - 7km NNW of Cabazon, CA",1.04,-116.8048333,33.9788333,14.28
