,Magnitude,lat,long,depth (km)
"M 1.3 - 8km W of Holtville, CA",1.34,-115.4618333,32.8143333,10.958
"M 1.4 - 10km SSE of Llano, CA",1.43,-117.7653333,34.4058333,5.964
"M 1.0 - 10km NNE of Julian, CA",1.03,-116.5545,33.1571667,15.463
"M 0.9 - 5km S of Idyllwild, CA",0.85,-116.7146667,33.694,15.397
"M 0.8 - 7km N of Anza, CA",0.8,-116.6658333,33.6165,14.936
"M 0.7 - 7km ENE of Anza, CA",0.71,-116.6098333,33.5848333,12.836
"M 0.7 - 3km NNW of San Jacinto, CA",0.73,-116.9691667,33.8123333,10.331
"M 0.3 - 12km SE of Anza, CA",0.27,-116.5696667,33.496,8.089
"M 1.5 - 7km NW of Palomar Observatory, CA",1.52,-116.9216667,33.3966667,12.099
"M 1.4 - 8km WSW of Holtville, CA",1.41,-115.4536667,32.784,13.318
"M 1.7 - 5km SSW of Holtville, CA",1.69,-115.402,32.7665,16.585
"M 0.2 - 12km SE of Anza, CA",0.23,-116.5683333,33.4931667,7.429
"M 0.4 - 7km ENE of Aguanga, CA",0.37,-116.8,33.4773333,6.356
"M 0.8 - 1km WSW of Banning, CA",0.76,-116.8833333,33.9238333,10.102
"M 0.4 - 12km SE of Anza, CA",0.42,-116.5681667,33.4893333,7.639
"M 0.5 - 12km SE of Anza, CA",0.47,-116.5666667,33.493,8.279
"M 0.4 - 8km SW of Idyllwild, CA",0.4,-116.7703333,33.6831667,16.798
"M 0.5 - 13km SE of Anza, CA",0.52,-116.5611667,33.4823333,7.879
"M 1.4 - 1km S of Loma Linda, CA",1.4,-117.2608333,34.0413333,15.499
"M 0.4 - 5km SSW of Idyllwild, CA",0.4,-116.7305,33.6958333,14.997
"M 0.6 - 18km N of Borrego Springs, CA",0.55,-116.3565,33.4146667,12.679
"M 1.3 - 4km ENE of Moreno Valley, CA",1.3,-117.1895,33.9401667,15.608
"M 1.1 - 9km S of Cabazon, CA",1.09,-116.7703333,33.8366667,15.805
"M 1.3 - 12km ENE of Cabazon, CA",1.31,-116.6708333,33.9673333,16.445
"M 0.9 - 12km NNE of Banning, CA",0.88,-116.8491667,34.0275,17.065
"M 1.1 - 12km NNE of Banning, CA",1.13,-116.8491667,34.028,17.017
"M 1.1 - 10km WSW of Lytle Creek, CA",1.05,-117.6046667,34.2335,8.464
"M 0.1 - 7km ESE of Valle Vista, CA",0.13,-116.8293333,33.7126667,14.476
"M 0.4 - 6km ESE of Valle Vista, CA",0.37,-116.8295,33.725,13.936
"M 1.2 - 10km WSW of Lytle Creek, CA",1.21,-117.606,34.235,8.564
"M 0.3 - 13km ESE of Anza, CA",0.3,-116.549,33.5103333,5.324
"M 0.8 - 4km SSW of Calimesa, CA",0.76,-117.0713333,33.9561667,6.186
"M 1.0 - 10km ENE of Ocotillo Wells, CA",1.04,-116.0265,33.1721667,11.583
"M 0.8 - 11km E of Borrego Springs, CA",0.83,-116.254,33.2623333,5.436
"M 1.8 - 20km SW of Ocotillo, CA",1.79,-116.1361667,32.5955,8.872
"M 1.2 - 10km SW of Niland, CA",1.23,-115.5998333,33.181,0.173
"M 0.7 - 10km N of Anza, CA",0.72,-116.6818333,33.6428333,13.428
"M 2.0 - 5km NNW of Fontana, CA",1.99,-117.485,34.1381667,3.45
"M 1.5 - 10km WSW of Lytle Creek, CA",1.48,-117.6008333,34.23,11.334
"M 0.5 - 4km S of Idyllwild, CA",0.5,-116.7211667,33.7065,16.607
"M 0.8 - 6km NNW of Cabazon, CA",0.8,-116.8066667,33.966,16.976
"M 0.5 - 13km SE of Anza, CA",0.5,-116.5823333,33.4628333,9.674
"M 1.2 - 15km NE of Borrego Springs, CA",1.2,-116.253,33.3431667,13.621
"M 1.1 - 4km ESE of Ontario, CA",1.07,-117.5886667,34.0361667,5.288
"M 2.0 - 1km WNW of Glendale, CA",1.97,-118.2638333,34.1748333,3.934
"M 1.6 - 6km S of Crestline, CA",1.62,-117.2956667,34.1913333,10.056
"M 1.1 - 5km WSW of Calimesa, CA",1.06,-117.1026667,33.9761667,13.485
"M 1.0 - 1km NNW of Cabazon, CA",0.96,-116.7915,33.9235,17.621
"M 1.6 - 4km SSE of Loma Linda, CA",1.55,-117.242,34.0133333,16.78
"M 0.3 - 9km SSW of Idyllwild, CA",0.31,-116.7728333,33.6693333,13.661
"M 0.1 - 19km NNE of Borrego Springs, CA",0.14,-116.329,33.419,9.307
"M 1.2 - 5km N of Loma Linda, CA",1.22,-117.2558333,34.092,5.744
"M 0.2 - 16km SE of Anza, CA",0.16,-116.536,33.4641667,7.889
"M 0.8 - 7km SSE of Warner Springs, CA",0.84,-116.615,33.224,16.532
"M 0.9 - 6km ENE of Borrego Springs, CA",0.92,-116.3133333,33.2726667,11.041
"M 0.6 - 12km SE of Anza, CA",0.6,-116.5643333,33.4901667,7.799
"M 0.5 - 6km WSW of Idyllwild, CA",0.46,-116.771,33.716,15.772
"M 0.7 - 12km SE of Anza, CA",0.73,-116.5695,33.4896667,8.459
"M 1.0 - 19km ESE of Anza, CA",0.97,-116.489,33.4768333,14.608
"M 1.2 - 3km WSW of Borrego Springs, CA",1.24,-116.4041667,33.243,2.95
"M 0.9 - 10km S of Idyllwild, CA",0.86,-116.7083333,33.6536667,16.557
"M 0.5 - 1km SE of Aguanga, CA",0.46,-116.8561667,33.4331667,8.639
"M 0.0 - 7km NE of Anza, CA",0.01,-116.6185,33.595,10.076
"M 0.4 - 10km ENE of Aguanga, CA",0.44,-116.7766667,33.4898333,4.386
"M 0.7 - 13km SSE of Valle Vista, CA",0.73,-116.8331667,33.642,10.527
"M 0.5 - 14km ESE of Anza, CA",0.53,-116.5305,33.5243333,15.534
"M 0.8 - 12km SE of Anza, CA",0.75,-116.5643333,33.4886667,7.589
"M 0.9 - 23km ESE of Anza, CA",0.85,-116.4478333,33.4678333,7.581
"M 1.1 - 11km SW of Morongo Valley, CA",1.05,-116.6471667,33.9656667,14.193
"M 0.3 - 8km S of Idyllwild, CA",0.33,-116.7266667,33.6636667,13.357
"M 0.7 - 10km E of Cabazon, CA",0.74,-116.674,33.9058333,11.837
"M 1.3 - 19km ESE of Anza, CA",1.33,-116.477,33.5078333,14.125
"M 0.9 - 3km W of Salton City, CA",0.89,-115.9921667,33.2995,7.035
"M 0.8 - 20km ESE of Anza, CA",0.82,-116.4723333,33.5003333,14.415
"M 0.9 - 9km SW of Morongo Valley, CA",0.87,-116.6531667,33.9955,15.24
"M 1.0 - 5km W of Aguanga, CA",1.04,-116.918,33.4515,4.307
"M 1.5 - 8km N of Rancho Cucamonga, CA",1.53,-117.5645,34.1938333,6.626
"M 0.4 - 17km ESE of Anza, CA",0.44,-116.5006667,33.5056667,12.031
"M 0.6 - 10km N of Cabazon, CA",0.55,-116.7718333,34.002,4.669
"M 1.1 - 15km SE of Anza, CA",1.12,-116.5723333,33.446,11.041
"M 1.5 - 13km NNE of Cabazon, CA",1.46,-116.729,34.0223333,11.412
"M 0.7 - 6km W of Beaumont, CA",0.69,-117.0465,33.9305,6.137
"M 1.3 - 2km SSE of Loma Linda, CA",1.3,-117.2505,34.0286667,16.532
"M 0.3 - 12km ESE of Anza, CA",0.31,-116.5696667,33.4983333,7.506
"M 1.4 - 11km SE of Lucerne Valley, CA",1.42,-116.8943333,34.3648333,0.749
"M 1.6 - 10km NNE of Ocotillo Wells, CA",1.62,-116.0825,33.2245,12.354
"M 2.1 - 2km NW of Lennox, CA",2.06,-118.3705,33.9486667,14.468
"M 0.7 - 8km E of Cabazon, CA",0.74,-116.6985,33.9318333,10.216
"M 0.9 - 12km SE of Anza, CA",0.93,-116.5688333,33.4906667,8.809
"M 1.9 - 20km NE of Big Bear City, CA",1.94,-116.6831667,34.3858333,1.792
"M 0.9 - 3km ESE of Loma Linda, CA",0.93,-117.2261667,34.0406667,6.167
"M 1.0 - 2km WNW of Borrego Springs, CA",0.99,-116.3995,33.2658333,1.693
"M 1.4 - 21km NE of Big Bear City, CA",1.36,-116.6825,34.3956667,5.816
"M 1.0 - 4km W of Borrego Springs, CA",1.03,-116.4151667,33.259,1.979
"M 1.7 - 9km SE of Winchester, CA",1.67,-117.0145,33.6478333,12.236
"M 1.0 - 15km SE of Anza, CA",0.96,-116.537,33.4786667,8.984
"M 5.2 - 55 km W of Guangyuan, China",5.2,105.238,32.522,14.3
"M 0.6 - 3km NNW of San Jacinto, CA",0.62,-116.9683333,33.8075,13.326
"M 0.6 - 5km N of San Jacinto, CA",0.58,-116.9686667,33.8275,12.066
"M 2.3 - 9km N of Yucca Valley, CA",2.25,-116.4293333,34.1958333,4.66
"M 0.9 - 13km NNE of Cabazon, CA",0.85,-116.718,34.0188333,5.701
"M 1.5 - 2km N of Colton, CA",1.51,-117.314,34.0881667,17.131
"M 1.3 - 3km ESE of Cabazon, CA",1.31,-116.7603333,33.9041667,16.871
"M 1.4 - 12km NNE of Cabazon, CA",1.36,-116.7233333,34.0078333,15.701
"M 1.2 - 30km N of Yucca Valley, CA",1.23,-116.4573333,34.3796667,8.82
"M 1.4 - 4km NE of View Park-Windsor Hills, CA",1.37,-118.3228333,34.0228333,13.751
"M 1.3 - 9km N of Yucca Valley, CA",1.26,-116.4238333,34.1971667,8.435
"M 1.6 - 2km N of Colton, CA",1.55,-117.3146667,34.0873333,17.646
"M 0.4 - 15km E of Anza, CA",0.36,-116.5145,33.5305,13.637
"M 1.3 - 5km NNE of Beaumont, CA",1.3,-116.9648333,33.9771667,15.818
"M 0.7 - 22km SSW of Ocotillo Wells, CA",0.71,-116.24,32.9671667,10.329
"M 1.5 - 24km SSW of Ocotillo Wells, CA",1.46,-116.2573333,32.9545,11.968
"M 1.2 - 7km ENE of Borrego Springs, CA",1.2,-116.3048333,33.2693333,8.415
"M 1.3 - 13km NW of Westmorland, CA",1.26,-115.7161667,33.119,5.846
"M 1.9 - 18km ESE of Anza, CA",1.93,-116.5018333,33.4803333,8.554
"M 1.3 - 11km NE of Big Bear City, CA",1.26,-116.7546667,34.3256667,2.018
"M 1.2 - 12km N of Ocotillo Wells, CA",1.17,-116.1218333,33.247,5.573
"M 0.6 - 18km ESE of Anza, CA",0.57,-116.4881667,33.4928333,8.848
"M 0.7 - 18km ESE of Anza, CA",0.69,-116.493,33.488,9.594
"M 0.4 - 5km S of Idyllwild, CA",0.4,-116.7165,33.6938333,17.067
"M 1.7 - 3km S of Granada Hills, CA",1.66,-118.4958333,34.2435,14.914
"M 1.0 - 6km NNE of Lake Henshaw, CA",1.02,-116.7336667,33.292,10.024
"M 5.1 - 34 km E of ?uk?mat? Azrah, Afghanistan",5.1,70.02,34.181,30.4
"M 1.0 - 23km S of Twentynine Palms, CA",0.97,-116.0523333,33.9358333,4.062
"M 0.5 - 17km ESE of Anza, CA",0.51,-116.5016667,33.5015,7.633
"M 0.9 - 24km S of Twentynine Palms, CA",0.9,-116.0351667,33.9265,5.082
"M 1.5 - 23km S of Twentynine Palms, CA",1.53,-116.0503333,33.9328333,2.925
"M 1.4 - 17km NNW of Borrego Springs, CA",1.4,-116.427,33.4048333,12.406
"M 1.4 - 13km WNW of Calipatria, CA",1.44,-115.6483333,33.157,0.113
"M 1.0 - 8km ESE of Valle Vista, CA",0.98,-116.8231667,33.71,14.904
"M 2.3 - 8km SE of Valle Vista, CA",2.28,-116.8286667,33.7013333,14.481
"M 0.9 - 8km ESE of Valle Vista, CA",0.92,-116.8185,33.7115,14.441
"M 1.4 - 8km SE of Valle Vista, CA",1.42,-116.8195,33.705,14.901
"M 0.8 - 14km WNW of Morongo Valley, CA",0.77,-116.7206667,34.0826667,10.785
"M 0.9 - 8km ESE of Valle Vista, CA",0.94,-116.8206667,33.715,14.424
"M 1.3 - 12km N of Cabazon, CA",1.32,-116.7948333,34.0263333,18.776
"M 1.1 - 3km SSE of San Bernardino, CA",1.1,-117.282,34.1045,5.176
"M 1.0 - 8km E of Desert Hot Springs, CA",1.04,-116.4181667,33.9588333,2.389
"M 1.7 - 13km SE of Anza, CA",1.68,-116.5891667,33.4611667,9.909
"M 1.6 - 23km S of Twentynine Palms, CA",1.6,-116.0501667,33.9336667,3.695
"M 1.3 - 8km E of Desert Hot Springs, CA",1.34,-116.4198333,33.957,2.433
"M 1.3 - 24km S of Twentynine Palms, CA",1.28,-116.0525,33.9263333,0.853
"M 0.7 - 11km WSW of Niland, CA",0.7,-115.6346667,33.2061667,5.053
"M 0.6 - 3km SSW of Aguanga, CA",0.57,-116.8736667,33.4195,4.307
"M 0.5 - 3km SSW of Aguanga, CA",0.45,-116.876,33.4198333,5.627
"M 0.3 - 23km SSW of La Quinta, CA",0.34,-116.4248333,33.4841667,14.257
"M 0.5 - 10km E of Anza, CA",0.45,-116.5651667,33.5386667,13.824
"M 0.4 - 10km E of Anza, CA",0.36,-116.5623333,33.5391667,13.566
"M 0.5 - 10km E of Anza, CA",0.47,-116.5681667,33.538,13.837
"M 1.8 - 15km ESE of Ocotillo, CA",1.82,-115.834,32.7073333,4.863
"M 0.5 - 5km SSW of Idyllwild, CA",0.54,-116.7383333,33.6986667,15.232
"M 1.7 - 12km ESE of Puebla, B.C., MX",1.66,-115.2316667,32.5271667,6.97
"M 1.4 - 6km ENE of Simi Valley, CA",1.44,-118.6848333,34.2923333,9.712
"M 0.4 - 8km ESE of Valle Vista, CA",0.43,-116.8205,33.7166667,15.264
"M 0.9 - 14km WNW of Anza, CA",0.87,-116.808,33.6026667,10.874
"M 1.4 - 12km NE of Big Bear City, CA",1.39,-116.7541656,34.3358345,3.028
"M 1.3 - 4km SE of Wrightwood, CA",1.27,-117.6,34.3375,8.842
"M 0.3 - 7km S of Idyllwild, CA",0.33,-116.7038333,33.6758333,15.316
"M 1.6 - 11km NW of Progreso, B.C., MX",1.63,-115.655,32.6603333,5.653
"M 1.4 - 20km ESE of Anza, CA",1.35,-116.4596667,33.5083333,8.027
"M 1.5 - 6km ENE of Simi Valley, CA",1.54,-118.6798333,34.294,8.362
"M 0.6 - 4km WNW of Wrightwood, CA",0.6,-117.678,34.3711667,8.978
"M 0.9 - 23km S of Twentynine Palms, CA",0.88,-116.0443333,33.9351667,4.615
"M 0.9 - 23km S of Twentynine Palms, CA",0.87,-116.0366667,33.9338333,6.01
"M 0.9 - 18km ESE of Anza, CA",0.92,-116.4986667,33.4776667,12.394
"M 1.1 - 18km ESE of Anza, CA",1.05,-116.5015,33.4883333,12.644
"M 1.5 - 14km WNW of Anza, CA",1.48,-116.814,33.5921667,10.056
"M 0.8 - 7km ESE of Valle Vista, CA",0.81,-116.8206667,33.7251667,15.924
"M 1.3 - 2km WSW of Cabazon, CA",1.26,-116.8111667,33.9073333,17.416
"M 1.0 - 40km NE of Big Bear City, CA",1.04,-116.5166667,34.4991667,4.389
"M 0.7 - 9km SW of Niland, CA",0.7,-115.5995,33.1918333,4.703
"M 0.7 - 6km WNW of Desert Hot Springs, CA",0.71,-116.5615,33.974,4.705
"M 0.5 - 13km WNW of Anza, CA",0.45,-116.8038333,33.6023333,11.062
"M 0.7 - 14km WNW of Anza, CA",0.73,-116.8073333,33.603,10.281
"M 1.1 - 9km S of Idyllwild, CA",1.09,-116.7108333,33.6563333,15.237
"M 1.0 - 9km S of Idyllwild, CA",1.03,-116.711,33.6606667,15.904
"M 1.1 - 13km SSE of Big Bear Lake, CA",1.09,-116.8643333,34.1353333,2.219
"M 0.7 - 12km SE of Anza, CA",0.68,-116.5703333,33.4926667,7.569
"M 0.5 - 13km WNW of Anza, CA",0.54,-116.8061667,33.6025,10.792
"M 1.1 - 13km SSE of Big Bear Lake, CA",1.12,-116.861,34.1343333,2.969
"M 0.6 - 21km ESE of Anza, CA",0.56,-116.458,33.5115,6.927
"M 0.5 - 8km SW of Idyllwild, CA",0.54,-116.7698333,33.6813333,13.721
"M 0.5 - 9km N of Anza, CA",0.52,-116.6765,33.6345,15.646
"M 1.4 - 7km N of Progreso, B.C., MX",1.41,-115.5911667,32.6421667,10.763
"M 1.0 - 6km N of Progreso, B.C., MX",1.02,-115.5825,32.6305,5.935
"M 1.0 - 5km NNW of Progreso, B.C., MX",0.99,-115.5975,32.6231667,5.973
"M 1.4 - 3km SSW of Gardena, CA",1.43,-118.324,33.8628333,16.502
"M 1.5 - 2km S of Gardena, CA",1.45,-118.3046667,33.8691667,15.173
"M 0.8 - 3km NW of Redlands, CA",0.76,-117.2076667,34.072,6.344
"M 1.4 - 14km WSW of Heber, CA",1.44,-115.6723333,32.7003333,7.812
"M 2.4 - 11km NNW of Progreso, B.C., MX",2.36,-115.6486667,32.664,12.466
"M 1.8 - 11km NW of Progreso, B.C., MX",1.84,-115.6518333,32.6621667,5.802
"M 2.1 - 10km NNW of Progreso, B.C., MX",2.09,-115.6408333,32.6576667,5.232
"M 0.7 - 7km ESE of Valle Vista, CA",0.67,-116.8208333,33.723,13.798
"M 1.8 - 10km NNW of Progreso, B.C., MX",1.75,-115.6433333,32.6566667,4.772
"M 0.7 - 8km WSW of Beaumont, CA",0.7,-117.053,33.9035,6.206
"M 1.5 - 13km WSW of Heber, CA",1.5,-115.6585,32.6841667,10.992
"M 0.3 - 5km NW of Anza, CA",0.26,-116.7161667,33.5881667,12.098
"M 1.1 - 12km SSE of Salton City, CA",1.08,-115.8863333,33.21,7.144
"M 2.0 - 13km NNW of Westmorland, CA",1.99,-115.6628333,33.1501667,2.333
"M 0.4 - 14km NNW of Westmorland, CA",0.4,-115.6831667,33.1516667,1.063
"M 2.1 - 14km NNW of Westmorland, CA",2.14,-115.6613333,33.1553333,2.233
"M 1.2 - 13km WNW of Calipatria, CA",1.21,-115.6436667,33.1656667,0.194
"M 0.9 - 13km WNW of Calipatria, CA",0.92,-115.6423333,33.1613333,2.874
"M 1.4 - 14km WNW of Calipatria, CA",1.36,-115.6573333,33.1635,2.163
"M 2.2 - 14km WNW of Calipatria, CA",2.15,-115.6528333,33.1631667,2.203
"M 1.5 - 15km SE of Salton City, CA",1.48,-115.8578333,33.1938333,6.942
"M 1.5 - 2km N of Heber, CA",1.46,-115.532,32.7516667,14.092
"M 1.8 - 12km NNW of Progreso, B.C., MX",1.76,-115.6485,32.6766667,12.452
"M 1.0 - 13km WNW of Calipatria, CA",0.99,-115.652,33.1561667,0.193
"M 2.2 - 11km NNW of Progreso, B.C., MX",2.21,-115.6415,32.6626667,6.542
"M 1.4 - 14km WSW of Heber, CA",1.42,-115.6711667,32.691,6.861
"M 1.6 - 13km W of Heber, CA",1.59,-115.6628333,32.7101667,14.352
"M 1.6 - 12km NW of Progreso, B.C., MX",1.59,-115.6681667,32.6643333,4.302
"M 1.9 - 11km NNW of Progreso, B.C., MX",1.93,-115.646,32.6626667,12.672
"M 2.3 - 13km NNW of Progreso, B.C., MX",2.31,-115.6613333,32.6783333,7.526
"M 1.4 - 13km WSW of Heber, CA",1.36,-115.6518333,32.6815,7.812
"M 0.8 - 6km NNE of Lake Henshaw, CA",0.82,-116.7311667,33.2928333,11.374
"M 1.8 - 9km NNW of Progreso, B.C., MX",1.77,-115.6323333,32.652,5.352
"M 1.8 - 10km WSW of El Centro, CA",1.79,-115.6571667,32.7473333,5.222
"M 1.0 - 23km S of Twentynine Palms, CA",1.03,-116.0438333,33.9335,4.948
"M 0.6 - 18km ESE of Anza, CA",0.62,-116.4848333,33.5063333,14.114
"M 1.7 - 14km WSW of Heber, CA",1.67,-115.672,32.6908333,5.992
"M 0.8 - 16km N of Borrego Springs, CA",0.84,-116.3525,33.4001667,11.925
"M 0.5 - 3km SW of Indian Wells, CA",0.54,-116.3301667,33.697,16.824
"M 1.1 - 12km WNW of Calipatria, CA",1.14,-115.6308333,33.1633333,0.193
"M 1.5 - 11km W of Niland, CA",1.49,-115.6333333,33.2476667,6.899
"M 2.4 - 13km WNW of Calipatria, CA",2.35,-115.6423333,33.1658333,1.913
"M 0.6 - 12km WNW of Calipatria, CA",0.6,-115.64,33.159,0.183
"M 0.7 - 14km NNW of Westmorland, CA",0.7,-115.6658333,33.1553333,0.073
"M 0.3 - 16km NW of Westmorland, CA",0.3,-115.7321667,33.1426667,1.383
"M 0.7 - 11km WNW of Calipatria, CA",0.7,-115.6288333,33.1596667,0.073
"M 0.8 - 15km NW of Westmorland, CA",0.8,-115.7146667,33.1455,0.073
"M 2.4 - 13km WNW of Calipatria, CA",2.39,-115.643,33.165,1.753
"M 1.0 - 13km NNW of Westmorland, CA",1.03,-115.671,33.1425,2.843
"M 2.2 - 13km WNW of Calipatria, CA",2.22,-115.6433333,33.1585,1.763
"M 0.6 - 13km NNW of Westmorland, CA",0.6,-115.6576667,33.1498333,0.073
"M 2.0 - 5km SW of Idyllwild, CA",1.96,-116.7503333,33.7016667,16.178
"M 1.2 - 21km ESE of Anza, CA",1.17,-116.4586667,33.488,13.331
"M 0.8 - 25km SSE of Twentynine Palms, CA",0.76,-116.0195,33.9191667,5.047
"M 0.6 - 18km NNW of Westmorland, CA",0.6,-115.729,33.1741667,0.074
"M 0.7 - 17km NW of Westmorland, CA",0.7,-115.7291667,33.1605,3.553
"M 1.3 - 15km SSE of Salton City, CA",1.3,-115.8835,33.1758333,0.063
"M 0.7 - 18km NNW of Westmorland, CA",0.7,-115.725,33.1743333,1.063
"M 0.5 - 10km SSW of Idyllwild, CA",0.52,-116.7475,33.6481667,15.075
"M 0.8 - 3km WSW of Idyllwild, CA",0.8,-116.7436667,33.7263333,17.108
"M 1.4 - 15km NW of Progreso, B.C., MX",1.4,-115.6836667,32.6821667,4.801
"M 1.4 - 10km ENE of Trabuco Canyon, CA",1.42,-117.4796667,33.6873333,5.12
"M 1.1 - 11km NNE of Running Springs, CA",1.05,-117.0643333,34.301,8.597
"M 1.6 - 2km SE of Loma Linda, CA",1.56,-117.2436667,34.0328333,19.084
"M 1.9 - 8km NW of Progreso, B.C., MX",1.85,-115.6378333,32.6411667,3.492
"M 2.1 - 14km WSW of Heber, CA",2.1,-115.6736667,32.7061667,7.592
"M 2.5 - 14km WSW of Heber, CA",2.46,-115.674,32.706,7.756
"M 2.1 - 14km WSW of Heber, CA",2.11,-115.6743333,32.6915,4.822
"M 1.8 - 11km NNW of Progreso, B.C., MX",1.77,-115.6478333,32.6633333,9.631
"M 2.3 - 10km NNW of Progreso, B.C., MX",2.27,-115.6393333,32.6575,9.946
"M 0.6 - 8km NW of Garnet, CA",0.62,-116.612,33.9415,14.698
"M 2.3 - 10km NNW of Progreso, B.C., MX",2.32,-115.6398333,32.6618333,5.286
"M 2.8 - 13km NW of Progreso, B.C., MX",2.76,-115.6625,32.6768333,9.466
"M 2.5 - 8km NW of Progreso, B.C., MX",2.49,-115.6328333,32.641,4.402
"M 2.0 - 3km W of Heber, CA",1.96,-115.56,32.729,5.119
"M 0.3 - 11km SSE of Anza, CA",0.3,-116.628,33.4641667,5.693
"M 3.0 - 8km NW of Progreso, B.C., MX",3.01,-115.6426667,32.6386667,3.822
"M 1.1 - 11km ENE of Aguanga, CA",1.12,-116.7616667,33.4896667,7.266
"M 0.9 - 14km S of Big Bear Lake, CA",0.91,-116.9175,34.1183333,5.738
"M 1.5 - 10km NNW of Progreso, B.C., MX",1.5,-115.6348333,32.655,5.15
"M 2.0 - 12km NW of Progreso, B.C., MX",1.99,-115.6621667,32.6621667,3.982
"M 1.7 - 11km NNW of Progreso, B.C., MX",1.68,-115.6435,32.6613333,9.802
"M 1.7 - 13km WSW of El Centro, CA",1.66,-115.688,32.74,7.802
"M 1.6 - 14km NW of Progreso, B.C., MX",1.55,-115.6676667,32.68,5.788
"M 0.9 - 12km WSW of Pine Valley, CA",0.93,-116.6491667,32.7948333,16.298
"M 1.6 - 3km W of Borrego Springs, CA",1.56,-116.4111667,33.2548333,4.065
"M 1.6 - 13km WSW of El Centro, CA",1.56,-115.6891667,32.7463333,7.812
"M 4.2 - 254 km SSE of Tateyama, Japan",4.2,140.536,32.758,52.7
"M 1.7 - 13km WSW of Heber, CA",1.71,-115.6635,32.688,7.062
"M 1.7 - 14km WSW of Heber, CA",1.67,-115.6728333,32.6926667,6.532
"M 2.0 - 4km E of Progreso, B.C., MX",1.95,-115.5433333,32.5796667,14.812
"M 0.2 - 10km NW of Anza, CA",0.17,-116.745,33.6208333,16.501
"M 1.0 - 6km NNE of Aguanga, CA",1.0,-116.8345,33.4926667,1.409
"M 2.2 - 5km NE of Aguanga, CA",2.15,-116.8323333,33.4816667,1.239
"M 1.0 - 9km SE of Julian, CA",0.95,-116.5283333,33.0298333,12.697
"M 1.1 - 7km N of Yucca Valley, CA",1.07,-116.4445,34.1765,9.268
"M 1.3 - 10km NNW of Progreso, B.C., MX",1.3,-115.6316667,32.6646667,9.083
"M 1.7 - 12km NNW of Progreso, B.C., MX",1.72,-115.6491667,32.6708333,6.558
"M 1.2 - 18km N of Borrego Springs, CA",1.2,-116.375,33.4158333,11.285
"M 3.0 - 12km NNW of Progreso, B.C., MX",3.01,-115.6521667,32.6718333,7.168
"M 2.5 - 14km NW of Progreso, B.C., MX",2.53,-115.6653333,32.6818333,4.733
"M 2.5 - 13km NNW of Progreso, B.C., MX",2.53,-115.6553333,32.6761667,7.668
"M 1.5 - 3km S of Mentone, CA",1.52,-117.1356667,34.0408333,12.077
"M 1.6 - 23km S of Twentynine Palms, CA",1.55,-116.0485,33.9331667,5.045
"M 4.1 - 12km NNW of Progreso, B.C., MX",4.13,-115.6506667,32.6721667,7.618
"M 2.4 - 12km NW of Progreso, B.C., MX",2.36,-115.6566667,32.667,5.698
"M 2.6 - 11km NNW of Progreso, B.C., MX",2.61,-115.6446667,32.6616667,6.593
"M 1.8 - 15km NW of Progreso, B.C., MX",1.75,-115.6885,32.6823333,5.443
"M 1.2 - 9km NNW of Progreso, B.C., MX",1.19,-115.6293333,32.6555,7.689
"M 1.6 - 8km NNW of Progreso, B.C., MX",1.59,-115.6268333,32.6441667,6.883
"M 1.9 - 13km NW of Progreso, B.C., MX",1.85,-115.668,32.6721667,5.163
"M 2.2 - 9km NNW of Progreso, B.C., MX",2.17,-115.6278333,32.6526667,6.853
"M 1.2 - 12km NW of Progreso, B.C., MX",1.23,-115.6561667,32.6676667,5.293
"M 1.7 - 13km NW of Progreso, B.C., MX",1.74,-115.6676667,32.6731667,3.524
"M 1.8 - 11km NW of Progreso, B.C., MX",1.79,-115.6535,32.6641667,7.033
"M 1.6 - 15km NW of Progreso, B.C., MX",1.57,-115.6813333,32.6826667,3.854
"M 1.8 - 14km NW of Progreso, B.C., MX",1.78,-115.6728333,32.6801667,4.713
"M 2.0 - 15km NW of Progreso, B.C., MX",2.0,-115.682,32.6863333,6.283
"M 1.4 - 12km NNW of Progreso, B.C., MX",1.42,-115.65,32.6671667,6.103
"M 2.0 - 10km NNW of Progreso, B.C., MX",1.97,-115.638,32.6595,7.323
"M 1.1 - 8km NNW of Progreso, B.C., MX",1.09,-115.6168333,32.6465,6.503
"M 1.3 - 14km NW of Progreso, B.C., MX",1.28,-115.6731667,32.6825,5.423
"M 1.5 - 13km NW of Progreso, B.C., MX",1.48,-115.6716667,32.6715,5.033
"M 3.2 - 12km NNW of Progreso, B.C., MX",3.22,-115.655,32.6711667,8.188
"M 1.6 - 13km NNW of Progreso, B.C., MX",1.56,-115.6605,32.6785,5.143
"M 1.8 - 13km NNW of Progreso, B.C., MX",1.83,-115.6568333,32.675,4.778
"M 1.7 - 11km NNW of Progreso, B.C., MX",1.74,-115.6426667,32.662,6.658
"M 1.9 - 11km NNW of Progreso, B.C., MX",1.92,-115.636,32.6716667,7.643
"M 1.6 - 12km NNW of Progreso, B.C., MX",1.57,-115.6528333,32.6765,5.103
"M 1.9 - 14km WSW of Heber, CA",1.86,-115.6658333,32.6861667,5.518
"M 1.0 - 11km NW of Progreso, B.C., MX",0.97,-115.658,32.6565,7.433
